"productkey","storekey","risk_profile","total_cash_frozen","total_lost_revenue","total_estimated_impact","impact_bucket","recommended_action"
151,570,mixed_or_stable,372.97,1125.7215,1498.6915,2,No action – monitor only
152,40,mixed_or_stable,372.97,1125.7215,1498.6915,2,No action – monitor only
165,590,systematic_overforecast,1498.651,0,1498.651,2,Reduce safety buffers and tighten replenishment thresholds
590,430,systematic_underforecast,0,1498.5,1498.5,2,Prioritize earlier replenishment and protect high-margin SKUs
1099,100,systematic_overforecast,1498.133,0,1498.133,2,Reduce safety buffers and tighten replenishment thresholds
804,999999,mixed_or_stable,256.96,1240.7220,1497.6820,2,No action – monitor only
1484,630,systematic_underforecast,0,1497.6,1497.6,2,Prioritize earlier replenishment and protect high-margin SKUs
1491,100,mixed_or_stable,1179.472,317.394,1496.866,2,No action – monitor only
162,590,systematic_underforecast,0,1496.668,1496.668,2,Prioritize earlier replenishment and protect high-margin SKUs
358,450,systematic_overforecast,1495.8,0,1495.8,2,Reduce safety buffers and tighten replenishment thresholds
1445,550,mixed_or_stable,369.72,1125.6,1495.32,2,No action – monitor only
1487,590,systematic_underforecast,0,1495.2,1495.2,2,Prioritize earlier replenishment and protect high-margin SKUs
1424,370,mixed_or_stable,367.88,1126.4,1494.28,2,No action – monitor only
1626,570,systematic_overforecast,529.688,963.60,1493.288,2,Reduce safety buffers and tighten replenishment thresholds
144,430,systematic_overforecast,749.406,743.825205,1493.231205,2,Reduce safety buffers and tighten replenishment thresholds
1435,80,systematic_underforecast,0,1493.128,1493.128,2,Prioritize earlier replenishment and protect high-margin SKUs
947,570,systematic_underforecast,0,1492.920,1492.920,2,Prioritize earlier replenishment and protect high-margin SKUs
2135,500,systematic_underforecast,0,1491.98,1491.98,2,Prioritize earlier replenishment and protect high-margin SKUs
1525,610,systematic_overforecast,1491.728,0,1491.728,2,Reduce safety buffers and tighten replenishment thresholds
1561,440,systematic_overforecast,1491.728,0,1491.728,2,Reduce safety buffers and tighten replenishment thresholds
1943,999999,mixed_or_stable,685.200,806.3712,1491.5712,2,No action – monitor only
1129,550,mixed_or_stable,1011.64,479.82,1491.46,2,No action – monitor only
2092,390,systematic_overforecast,1491.375,0,1491.375,2,Reduce safety buffers and tighten replenishment thresholds
2102,430,systematic_overforecast,1491.375,0,1491.375,2,Reduce safety buffers and tighten replenishment thresholds
1652,90,mixed_or_stable,463.512,1027.74290,1491.25490,2,No action – monitor only
1624,510,systematic_overforecast,420.848,1070.253,1491.101,2,Reduce safety buffers and tighten replenishment thresholds
435,220,systematic_underforecast,0,1490.124,1490.124,2,Prioritize earlier replenishment and protect high-margin SKUs
737,90,systematic_underforecast,0,1489.830,1489.830,2,Prioritize earlier replenishment and protect high-margin SKUs
453,320,systematic_underforecast,586.05,903.507,1489.557,2,Prioritize earlier replenishment and protect high-margin SKUs
49,660,mixed_or_stable,308.952,1180.38483,1489.33683,2,No action – monitor only
1652,500,systematic_overforecast,322.803,1166.33520,1489.13820,2,Reduce safety buffers and tighten replenishment thresholds
1412,500,systematic_overforecast,1488.48,0,1488.48,2,Reduce safety buffers and tighten replenishment thresholds
423,90,systematic_overforecast,688.65,799.665,1488.315,2,Reduce safety buffers and tighten replenishment thresholds
1934,500,systematic_overforecast,1488.312,0,1488.312,2,Reduce safety buffers and tighten replenishment thresholds
1438,400,mixed_or_stable,560.112,928,1488.112,2,No action – monitor only
1478,470,systematic_underforecast,0,1488,1488,2,Prioritize earlier replenishment and protect high-margin SKUs
1499,480,systematic_underforecast,0,1488,1488,2,Prioritize earlier replenishment and protect high-margin SKUs
1521,260,systematic_underforecast,0,1488.0,1488.0,2,Prioritize earlier replenishment and protect high-margin SKUs
1318,999999,mixed_or_stable,263.264,1224.67318,1487.93718,2,No action – monitor only
722,35,mixed_or_stable,113.805,1374,1487.805,2,No action – monitor only
128,100,mixed_or_stable,657.99,829.6407,1487.6307,2,No action – monitor only
1431,80,mixed_or_stable,565.104,921.6,1486.704,2,No action – monitor only
2113,410,systematic_overforecast,1486.6026,0,1486.6026,2,Reduce safety buffers and tighten replenishment thresholds
359,440,mixed_or_stable,750.48,736,1486.48,2,No action – monitor only
1654,530,systematic_overforecast,456.542,1029.56040,1486.10240,2,Reduce safety buffers and tighten replenishment thresholds
1453,510,systematic_underforecast,0,1486.080,1486.080,2,Prioritize earlier replenishment and protect high-margin SKUs
1465,90,mixed_or_stable,530.758,955.2,1485.958,2,No action – monitor only
398,585,systematic_underforecast,0,1485.8460,1485.8460,2,Prioritize earlier replenishment and protect high-margin SKUs
40,100,mixed_or_stable,356.904,1128.695560,1485.599560,2,No action – monitor only
50,550,systematic_underforecast,82.755,1402.64925,1485.40425,2,Prioritize earlier replenishment and protect high-margin SKUs
1346,999999,mixed_or_stable,425.316,1059.978,1485.294,2,No action – monitor only
2395,999999,systematic_overforecast,575.0544,909.9545,1485.0089,2,Reduce safety buffers and tighten replenishment thresholds
2170,480,systematic_underforecast,0,1485,1485,2,Prioritize earlier replenishment and protect high-margin SKUs
432,330,systematic_underforecast,0,1484.7030,1484.7030,2,Prioritize earlier replenishment and protect high-margin SKUs
1580,90,systematic_underforecast,275.728,1208.88,1484.608,2,Prioritize earlier replenishment and protect high-margin SKUs
523,605,systematic_underforecast,0,1484.52,1484.52,2,Prioritize earlier replenishment and protect high-margin SKUs
49,560,mixed_or_stable,496.530,987.47307,1484.00307,2,No action – monitor only
1438,670,systematic_overforecast,613.456,870,1483.456,2,Reduce safety buffers and tighten replenishment thresholds
1431,420,systematic_overforecast,1483.398,0,1483.398,2,Reduce safety buffers and tighten replenishment thresholds
443,650,mixed_or_stable,561.715,921.36,1483.075,2,No action – monitor only
1578,530,mixed_or_stable,130.608,1351.668,1482.276,2,No action – monitor only
1408,585,systematic_underforecast,0,1481.2,1481.2,2,Prioritize earlier replenishment and protect high-margin SKUs
1442,470,mixed_or_stable,0,1481.2,1481.2,2,No action – monitor only
1610,420,systematic_underforecast,192.16,1288.71556,1480.87556,2,Prioritize earlier replenishment and protect high-margin SKUs
1092,220,systematic_underforecast,0,1480.6,1480.6,2,Prioritize earlier replenishment and protect high-margin SKUs
1534,440,mixed_or_stable,923.090,557.2,1480.290,2,No action – monitor only
1611,470,mixed_or_stable,669.487,810.34935,1479.83635,2,No action – monitor only
1473,670,mixed_or_stable,123.7,1355.76,1479.46,2,No action – monitor only
1602,480,mixed_or_stable,620.775,858.5523,1479.3273,2,No action – monitor only
114,240,systematic_underforecast,0,1479.315825,1479.315825,2,Prioritize earlier replenishment and protect high-margin SKUs
1650,255,systematic_underforecast,0,1478.94900,1478.94900,2,Prioritize earlier replenishment and protect high-margin SKUs
1425,320,systematic_overforecast,420.648,1058,1478.648,2,Reduce safety buffers and tighten replenishment thresholds
1520,290,systematic_underforecast,0,1478.4,1478.4,2,Prioritize earlier replenishment and protect high-margin SKUs
1465,500,systematic_underforecast,366.04,1111.614,1477.654,2,Prioritize earlier replenishment and protect high-margin SKUs
118,440,mixed_or_stable,82.3365,1395.27792,1477.61442,2,No action – monitor only
58,430,mixed_or_stable,326.0730,1151.28,1477.3530,2,No action – monitor only
2036,999999,mixed_or_stable,562.7566,913.8038,1476.5604,2,No action – monitor only
1653,605,mixed_or_stable,566.408,909.6173,1476.0253,2,No action – monitor only
436,230,mixed_or_stable,0,1476,1476,2,No action – monitor only
46,590,systematic_underforecast,412.830,1063.11551,1475.94551,2,Prioritize earlier replenishment and protect high-margin SKUs
50,80,systematic_underforecast,0,1475.631,1475.631,2,Prioritize earlier replenishment and protect high-margin SKUs
1495,530,systematic_overforecast,1015.392,460,1475.392,2,Reduce safety buffers and tighten replenishment thresholds
2105,510,systematic_underforecast,0,1475,1475,2,Prioritize earlier replenishment and protect high-margin SKUs
2108,430,systematic_underforecast,233.091,1241.1456,1474.2366,2,Prioritize earlier replenishment and protect high-margin SKUs
529,590,mixed_or_stable,287.92,1186.185,1474.105,2,No action – monitor only
1447,320,systematic_underforecast,0,1473.472,1473.472,2,Prioritize earlier replenishment and protect high-margin SKUs
417,480,mixed_or_stable,275.46,1198,1473.46,2,No action – monitor only
1561,130,mixed_or_stable,399.57,1073.34,1472.91,2,No action – monitor only
1498,270,mixed_or_stable,689.80,783,1472.80,2,No action – monitor only
61,380,systematic_overforecast,819.0816,653.0480,1472.1296,2,Reduce safety buffers and tighten replenishment thresholds
1108,90,systematic_underforecast,0,1471.86,1471.86,2,Prioritize earlier replenishment and protect high-margin SKUs
144,590,mixed_or_stable,726.465,745.17516,1471.64016,2,No action – monitor only
1183,560,systematic_underforecast,0,1471.36,1471.36,2,Prioritize earlier replenishment and protect high-margin SKUs
1546,470,systematic_underforecast,0,1471.344,1471.344,2,Prioritize earlier replenishment and protect high-margin SKUs
2112,74,systematic_underforecast,0,1471.26,1471.26,2,Prioritize earlier replenishment and protect high-margin SKUs
1501,605,mixed_or_stable,294.868,1175.686,1470.554,2,No action – monitor only
442,330,mixed_or_stable,1238.4,232.114,1470.514,2,No action – monitor only
1659,60,systematic_underforecast,0,1470.24345,1470.24345,2,Prioritize earlier replenishment and protect high-margin SKUs
204,480,systematic_overforecast,1469.72,0,1469.72,2,Reduce safety buffers and tighten replenishment thresholds
211,490,systematic_overforecast,1469.25,0,1469.25,2,Reduce safety buffers and tighten replenishment thresholds
2182,50,systematic_underforecast,0,1468.5,1468.5,2,Prioritize earlier replenishment and protect high-margin SKUs
418,510,mixed_or_stable,550.52,917.830,1468.350,2,No action – monitor only
1794,999999,mixed_or_stable,451.552,1016.563,1468.115,2,No action – monitor only
365,590,mixed_or_stable,413.19,1054.24,1467.43,2,No action – monitor only
1601,360,systematic_overforecast,603.274,863.946,1467.220,2,Reduce safety buffers and tighten replenishment thresholds
1443,530,systematic_underforecast,0,1466.61,1466.61,2,Prioritize earlier replenishment and protect high-margin SKUs
1410,620,mixed_or_stable,1015.392,450.8,1466.192,2,No action – monitor only
2095,585,systematic_overforecast,1466.1,0,1466.1,2,Reduce safety buffers and tighten replenishment thresholds
2100,270,systematic_overforecast,1466.1,0,1466.1,2,Reduce safety buffers and tighten replenishment thresholds
2085,540,systematic_overforecast,1466.1,0,1466.1,2,Reduce safety buffers and tighten replenishment thresholds
2095,450,systematic_overforecast,1466.1,0,1466.1,2,Reduce safety buffers and tighten replenishment thresholds
2055,530,systematic_overforecast,1465.0496,0,1465.0496,2,Reduce safety buffers and tighten replenishment thresholds
457,400,mixed_or_stable,672.84,791.82,1464.66,2,No action – monitor only
113,630,mixed_or_stable,339.6030,1124.9550,1464.5580,2,No action – monitor only
361,510,mixed_or_stable,297.48,1167.0,1464.48,2,No action – monitor only
1462,585,mixed_or_stable,788.736,675.36,1464.096,2,No action – monitor only
1626,540,systematic_underforecast,0,1464.015,1464.015,2,Prioritize earlier replenishment and protect high-margin SKUs
1428,590,systematic_underforecast,0,1463.28,1463.28,2,Prioritize earlier replenishment and protect high-margin SKUs
1464,470,mixed_or_stable,379.68,1083.6,1463.28,2,No action – monitor only
987,360,systematic_underforecast,0,1463,1463,2,Prioritize earlier replenishment and protect high-margin SKUs
361,470,mixed_or_stable,793.28,669.08,1462.36,2,No action – monitor only
2514,100,mixed_or_stable,301.49,1160.55072,1462.04072,2,No action – monitor only
1467,270,mixed_or_stable,719.784,741.664,1461.448,2,No action – monitor only
1455,230,mixed_or_stable,533.44,928,1461.44,2,No action – monitor only
1411,605,mixed_or_stable,517.608,943.36,1460.968,2,No action – monitor only
1501,340,mixed_or_stable,315.93,1145,1460.93,2,No action – monitor only
1427,610,systematic_underforecast,0,1460.5,1460.5,2,Prioritize earlier replenishment and protect high-margin SKUs
1440,50,mixed_or_stable,347.64,1112.832,1460.472,2,No action – monitor only
1450,560,mixed_or_stable,283.28,1177.176,1460.456,2,No action – monitor only
1562,440,systematic_underforecast,153.23,1307.096,1460.326,2,Prioritize earlier replenishment and protect high-margin SKUs
2114,440,mixed_or_stable,945.216,515.0,1460.216,2,No action – monitor only
263,590,systematic_overforecast,1459.62,0,1459.62,2,Reduce safety buffers and tighten replenishment thresholds
47,530,mixed_or_stable,438.823,1020.55970,1459.38270,2,No action – monitor only
1461,650,mixed_or_stable,226.624,1232,1458.624,2,No action – monitor only
99,100,systematic_underforecast,0,1458.504,1458.504,2,Prioritize earlier replenishment and protect high-margin SKUs
1651,430,systematic_underforecast,389.921,1068.25323,1458.17423,2,Prioritize earlier replenishment and protect high-margin SKUs
49,605,mixed_or_stable,564.573,893.57655,1458.14955,2,No action – monitor only
1624,550,mixed_or_stable,333.776,1124.127,1457.903,2,No action – monitor only
340,570,systematic_underforecast,0,1457.82,1457.82,2,Prioritize earlier replenishment and protect high-margin SKUs
435,270,systematic_underforecast,0,1457.73,1457.73,2,Prioritize earlier replenishment and protect high-margin SKUs
91,440,systematic_overforecast,515.7822,941.562225,1457.344425,2,Reduce safety buffers and tighten replenishment thresholds
2512,470,mixed_or_stable,344.560,1112.71440,1457.27440,2,No action – monitor only
1524,590,systematic_overforecast,1456.896,0,1456.896,2,Reduce safety buffers and tighten replenishment thresholds
1447,470,systematic_underforecast,0,1456.728,1456.728,2,Prioritize earlier replenishment and protect high-margin SKUs
1650,230,mixed_or_stable,192.16,1264.3564,1456.5164,2,No action – monitor only
